Chinese
dim sum
restaurant place
egg shrimp
good lot
write review
orange peel
try dishes
food new
came waitress
really don't
meat like
service come
food can't
cherry cherry
loads loads
ordered went
sweet ordered
high prices
fried spicy
like menu
place busy
got like
just going
table tables
place way
spicy dishes
rice really
came did
order decided
chicken menu
dessert chocolate
like things
fried tasty
love great
clean staff
meat dish
fried vegetables
prices service
soup tom
think like
area dining
great lunch
ice dessert
noodles crispy
sauce fresh
papaya salad
didn't wanted
good thought
dish taste
dumpling dumplings
dishes good
bad food
orange beef
fried tasted
pan noodles
portions food
code code
lisa lisa
monte carlo
wrappers wrappers
price good
bang buck
lunch time
food awesome
food american
seated minutes
people food
order chicken
egg like
delivery ordered
egg flower
bad service
rice vegetable
shrimp noodles
dish shrimp
looking place
cuisine asian
rice comes
great chinese
hot egg
chinese traditional
just okay
3 1
vegas restaurants
favorite dish
going i'm
place lot
fried wonton
chicken pretty
soup order
came told
tea water
good say
1 3
time eat
like restaurants
noodles shrimp
ready order
shrimp lobster
food table
crab chicken
didn't taste
came said
definitely try
liked really
like come
china chinese
friendly attentive
staff nice
draw draw
togo togo
uh uh
really time
moo gai
chinese quality
maybe just
couple times
better place
food dinner
restaurant people
noodles good
didn't did
super friendly
like doesn't
new try
orange sauce
tuna spicy
said ordered
sweet spicy
pork delicious
food mediocre
salt pork
like tastes
rice black
like say
service busy
special rice
did ordered
order online
got food
sauce hoisin
pork roasted
time did
spicy fried
peruvian brazilian
fried hot
dishes beef
time didn't
mein ordered
chinese express
night went
hot good
just thought
wasn't ordered
eaten times
place thing
just better
beef tasted
good came
asked table
years i've
glad i'm
sauce really
tasted chicken
know place
sauce bland
duck sauce
sauce fish
don't care
decent pretty
good friendly
great awesome
chewing chewing
patron patron
yo yo
nice clean
filet mignon
really great
dessert ice
star 4
meat veggies
ordered sour
good noodles
ramen broth
sauce xo
white brown
chicken plate
pork tasty
wait seated
sushi buffet
chinese cheap
pork cooked
chops salt
peppers onions
food style
meat beef
order counter
try wanted
duck belly
dining area
pretty place
like tried
order wait
ingredients fresh
spicy just
shrimp wonton
thinly sliced
chicken feet
best valley
bell peppers
waitress came
weeks ago
server came
spicy rice
did order
rice served
order later
wonton broth
called told
shrimp rolls
sauce perfectly
got took
1pm 1pm
dress dress
really pretty
food customer
chinese think
pho rare
al dente
sauce didn't
just fried
come food
asked waiter
chicken steamed
service rude
order 10
like egg
bowl pho
food eaten
shrimp spicy
chinese vegas
vegas trip
onions peppers
came rice
chinese decent
came server
spicy tuna
buffet chinese
chicken entrees
server table
told minutes
lunch came
ready minutes
red jerk
half hour
time i'm
oyster sauce
pork skin
crispy duck
crab roll
try different
food tasted
short rib
like hot
rice did
grocery store
worth definitely
soup flavorful
beef got
rice rolls
just tasted
place packed
don't people
info info
menu like
money save
really got
asked minutes
restaurant good
fun beef
beef really
rice tasty
service just
food average
want food
food 5
broth meat
time really
food wasn't
decent food
soup sauce
manager told
house cathay
got minutes
chicken love
attentive friendly
bbq mongolian
mongolian bbq
2 4
good didn't
good decent
great really
pork tender
food far
know it's
flavor spicy
beef onions
food stars
soup meat
know didn't
sauce bit
friendly great
bao duck
place authentic
soup tasty
veggies meat
egg beef
flavor just
order come
sauce salty
hand noodles
entree rice
crab shrimp
eat want
soup seafood
food greasy
did came
sashimi sushi
really wasn't
place friends
lettuce wrap
menu things
table took
table server
asian restaurants
sweet egg
took ordered
service times
soup taste
bleh bleh
mmmmm mmmmm
sliders sliders
strike strike
food coming
typical chinese
dishes noodle
chilean sea
didn't want
small portion
mein beef
it's time
minutes said
huge fan
chicken went
chicken ginger
place quick
quality price
mapo tofu
ordered delivery
meat tender
sauce flavorful
food bit
fried taste
crispy skin
fried cooked
food tried
like going
got asked
came quickly
hot chicken
can't wrong
seated table
place open
think just
food small
noodles just
sweet like
chicken spice
vegetables sauce
place yelp
told called
really service
panang curry
service prompt
roll fried
rice entrees
foie gras
mango pudding
just chinese
just tried
rice bbq
fried fish
cathay house
pork like
flavor bland
clever koi
it's little
server service
26 26
concern concern
shots shots
yelped yelped
got said
fried jerk
cumin lamb
curry massaman
lunch price
fried veggies
told manager
chicken breading
rolls fried
mandalay bay
shrimp fresh
asked server
pretty like
came seated
ordered roll
flavor lacked
fried house
place cheap
taste sauce
i've far
like went
just chicken
place order
chicken chunks
seated wait
spicy delicious
chinese prices
want place
spicy peppers
delivery food
like sure
casino eureka
brazilian peruvian
place favorite
lobster sauce
dish order
tendon beef
spice spicy
chicken eat
pork juicy
food you're
sauce red
fried meat
skin crispy
prices good
try like
rice hot
spicy heat
dumplings soup
tom kha
order drink
rice portion
lettuce chicken
great delicious
restaurant decor
food china
garlic fried
jerk emerald
chops pepper
dishes fried
place family
fresh delicious
save money
place night
better chinese
let know
food feel
hundreds hundreds
shrimp flavor
good usually
came like
hot like
sum har
chinese buffet
thai tom
excellent food
price quality
panda better
beans chicken
menu lunch
food doesn't
bamboo shoots
steamed fried
food horrible
wait busy
sauce crunchy
like usually
roll tempura
really came
menu restaurant
wrong can't
better panda
going place
good things
lunch day
good did
just sure
flavor tasted
clean nice
dish good
beef taste
wanted said
roti canai
just dish
taste just
broccoli rice
taste didn't
delicious fresh
curry coconut
ordered little
dinner went
little sauce
flavor like
did didn't
good menu
chicken greasy
don't really
order want
like bad
shrimp like
fried chinese
express food
belly duck
fresh veggies
fish tank
feet chicken
try just
place make
service came
way just
planet hollywood
delicious food
way like
experience overall
enjoyed really
crab rice
special soup
chen's chen's
fuss fuss
glendale glendale
props props
yelled yelled
ordered taste
like used
rib short
chicken nice
place decent
portion small
got fried
definitely recommend
hours open
open hours
it's great
place town
rice red
just menu
good times
restaurant new
crispy pork
pepper sauce
great nice
reviews place
went lunch
sauce dry
food especially
food disappointed
came wasn't
sauce oil
it's eat
order service
great atmosphere
noodle asia
shrimp delicious
rice little
taco tacos
i'm really
chicken entree
friendly super
want eat
dishes rice
dish came
fried salt
fish fried
tofu spicy
shrimp seafood
time lunch
service poor
bowl noodles
good want
came service
did asked
fellow yelpers
new chinese
veggies fresh
place got
bar bartender
noodles meat
pudding mango
went night
phoenix chinese
thai spicy
chicken better
places i've
i'm time
broth flavor
wanted just
food high
sauce wasn't
pork noodle
great time
food that's
bug bug
cultures cultures
searched searched
tone tone
asked just
place fast
quality high
people don't
really wanted
vegetarian options
food delivered
thai iced
order right
menu just
restaurant time
broccoli chinese
shrimp cooked
course main
wontons soup
said got
places place
good portion
time think
noodles cooked
food tastes
just pretty
lunch entree
chinese town
4 2
dumplings buns
people like
rolls chicken
duck meat
great portions
flavor good
roll spicy
asked did
it's usually
eggplant garlic
flavor taste
sauce got
sushi salmon
different try
served sauce
pork shu
really little
good ok
dish tasted
rolls good
food craving
i'm know
pho night
fried crunchy
place wall
yellow curry
beef tried
ordered meal  3.72E-07   
tables chairs  2.21E-07   
onion pancake  1.66E-07   
came wanted
bun pork
i'm don't
got did
water glasses
like cooked
dishes chicken
beef hot
bowl noodle
duck bao
really can't
didn't time
peel orange
waitress said
beef chewy
big portions
spicy tofu
friendly helpful
boba milk
nice place
good way
busy service
classics classics
jen jen
toro toro
main course
lunch drop
sum place
little place
really chinese
good people
shrimp chow
like home
delicious chicken
tables table
shrimp dumplings
great restaurant
restaurants vegas
time going
fried dumplings
service servers
took forever
crispy beef
order 2
bbq roast
water glass
say food
food probably
said minutes
times 3
special egg
restaurant menu
just took
pork just
fried soy
beans red
goo pan
great fresh
valley best
told came
time make
like want
group large
just i've
it's isn't
it's cheap
menu options
fried really
nice service
service nice
restaurant authentic
took time
good come
shrimp crispy
people restaurant
drink drinks
yung egg
quality quantity
fried best
chili spicy
dishes different
mai har
good mongolian
like asian
wontons fried
ordered wanted
good crispy
restaurant family
place tables
bland flavor
sauce dishes
cuisine chinese
wanted try
soup dish
short ribs
cheese crab
noodle pork
tea drink
quesadilla emerald
rice bland
diablo pollo
pollo diablo
rice wasn't
area phoenix
pretty actually
roll soup
place wanted
got wanted
restaurant don't
just bit
i've good
ago months
place long
tender meat
chicken husband
thing like
delivery phone
flavor texture
come service
minutes sat
food wanted
like different
sour good
3.95 3.95
harder harder
hook hook
did just
noodles delicious
make just
restaurant friendly
tacos taco
really chicken
carts cart
tuna sushi
sauce order
chicken wontons
options vegetarian
food favorite
panda food
order 15
asked got
veggies chicken
steak rare
chicken portions
waiter table
placed order
spicy shrimp
order know
told ordered
times service
think it's
it's love
people know
i'm food
pepper fried
don't i'm
called said
good liked
table waiter
fried came
order waited
duck ordered
tried dishes
chop pork
fried tried
jerk burrito
rolls fresh
manager asked
shrimp garlic
went dinner
love favorite
prawns walnut
chicken wonton
ordered pretty
delicious ordered
away seated
place you're
special fried
shrimp tempura
new place
burrito beans
service waiter
table people
chinese service
lunch chicken
large group
food thought
food worst
phoenix area
la carte
dumplings fried
quesadilla red
kha tom
kung pow
pow kung
blown away
meat rice
i'll i'm
3 times
drinks drink
crab wontons
ordered 2
soup base
rice extra
like thought
delicious sauce
honey chicken
helpful friendly
pu platter
soup really
got really
rice pretty
sesame seeds
food busy
just probably
didn't care
ordered chow
food priced
pork dishes
place price
rice house
good fast
water tea
it's want
express better
good looking
lunch quick
dishes spicy
noodles thick
like big
really try
minutes food
po tofu
prompt service
wasn't good
prime rib
rolls rice
like bit
try good
food big
asian place
legs frog
dish didn't
came sat
it's hard
i've like
meat pork
look like
time i'll
sauce rolls
chicken thing
told wanted
make like
wanted didn't
did time
didn't told
think place
beef came
cart carts
service wait
wasn't like
water chestnuts
really sauce
said did
spicy extra
eat time
chinese definitely
beef little
service water
sauce chunks
chicken ok
good special
soup bland
lacked flavor
years coming
ordered meat
place strip
table waiting
beef best
order dish
like actually
flavor fried
i'm chinese
orange sweet
crispy sweet
chocolate cake
dish sweet
4 star
said waitress
special chicken
soup soups
fried little
right seated
limp limp
noticeable noticeable
dishes authentic
chinese way
tom soup
ordered thought
music playing
beef sliced
sweet crispy
portions big
rice combination
said took
noodles got
place feel
went just
noodles egg
place coming
it's vegas
got home
dish really
red beans
ordered noodle
place inside
chicken liked
good right
come place
skin duck
chinese east
roll special
good orange
hot flavor
rice noodle
wait waiting
meat flavor
place craving
don't expect
waiter service
rice sizzling
place big
good cheap
pot lamb
didn't looked
came meal
sauce peppers
looking chinese
restaurant las
rice lo
chinese family
noodle beijing
it's strip
great amazing
sweet good
dish served
staff great
trip vegas
pepper chicken
people just
chicken way
came lunch
emerald jerk
food close
horrible service
chestnuts water
broth flavorful
refried beans
chicken green
sauce orange
hot fried
sauce soup
just table
good different
curry pad
food decided
place isn't
bitter melon
lunch portions
pick order
like maybe
really bad
asked took
taste flavor
got wasn't
c mike
cal cal
horrid horrid
pages pages
food ate
great definitely
food mexican
broccoli fried
really know
order way
rice 2
like noodles
egg order
restaurants asian
time restaurant
phone order
sui mai
restaurant area
good dinner
san diego
order place
lot like
noodles wonton
restaurants restaurant
dishes restaurant
service clean
tofu vegetarian
took got
time table
noodle spicy
rice quesadilla
good sure
chinese chicken
food ask
crab rolls
food expect
fried mongolian
restaurant staff
chinese fresh
food 3
orange panda
ordered cooked
rice mongolian
rice tried
just can't
time know
white sauce
pork ribs
minutes service
just cooked
restaurant located
5 3
it's say
food quickly
place small
bowl rice
took table
called phone
veggies rice
like panda
know people
sour shrimp
soup pretty
salt shrimp
steamed sauce
order really
time visit
cookie snickerdoodle
little flavor
restaurant nice
rice peas
seated immediately
tofu vegetables
dish wasn't
good small
flavor beef
pho open
fresh tasty
food day
vegetable fried
spicy really
buns dumplings
said went
pork spicy
restaurant know
arrived minutes
taste good
like wanted
fresh vegetables
chicken thai
style dishes
place amazing
overall experience
meat broth
english spoke
water service
style cantonese
it's places
spicy flavorful
asked brought
rice menu
better just
china town
food kitchen
good noodle
food enjoy
spicy tasty
order 20
coming years
just meat
dac biet
wanted told
rolls sauce
noodles dishes
restaurant best
good cooked
shrimp vegetables
chinese lot
times food
peruvian japanese
strip located
gut gut
lao lao
minutes called
flavor soup
rolls shrimp
friendly place
sauce mixed
chinese eat
spicy thai
really restaurant
red chicken
place can't
place awesome
fried didn't
wait service
know i'm
meat ordered
came really
hot food
okay just
chinese price
new restaurant
came later
shu pork
like asked
chicken soggy
chicken soy
fried brown
time eating
like pork
food different
place kind
told didn't
lunch prices
cheap food
delicious fried
make order
chinese love
delivery deliver
food expensive
chinese rice
white fried
good selection
lunch food
sat table
melon bitter
chairs tables
little nice
chinese panda
thing good
shrimp tasted
recommend place
cultural center
3 5
fried black
peanut sauce
walnut prawns
pho place
order home
chinese little
fried pieces
remember can't
dish crispy
did got
food special
sauce sauces
tofu ordered
think really
c fu
months ago
recommend definitely
hot came
just meal
say place
chicken usually
melt mouth
pepper beef
fast chinese
just away
staff helpful
time don't
pf chang
credit cards
time great
salad seaweed
cake chocolate
nice inside
hot cold
burger fat
order person
plate rice
great best
nice food
ordered special
seafood shrimp
rice chinese
service stars
chinese isn't
real chinese
spicy szechuan
fish tanks
flavor little
2 ordered
dishes variety
noodle stew
came waiter
wonton fried
noodles chewy
don't order
dumplings shrimp
care don't
nice like
it's asian
pretty really
time it's
bit quite
time asked
good reasonable
food dining
tea jasmine
roast bbq
flower egg
fresh good
sauce special
rice fresh
sauce perfect
really thing
brazil bobo
seafood fish
busy wait
chicken panda
didn't think
ordered tasty
reviews decided
i've just
best phoenix
it's people
meal came
soup sweet
beef kung
home write
look forward
tasted flavor
favorite chinese
like ok
chicken pad
ordered waitress
roll salmon
ginger sauce
didn't went
pho spring
wraps chicken
brought asked
noodle good
best probably
menu regular
clean service
said manager
dishes favorite
el topo
valley chinese
table walked
good clean
high quality
it's way
chinese egg
ordered husband
chicken i'm
spicy level
did said
china mama
came dinner
rolls crab
cheese grilled
it's bad
better think
rice crispy
waiter came
food terrible
place far
food thai
just told
sweet flavor
wontons crab
palace jade
meat just
wor soup
food court
delicious beef
it's better
meal end
restaurant try
seaweed salad
service minutes
usually order
chicken bit
fried dry
place close
nice decor
just sweet
snicker doodle
know food
ice milk
restaurant great
big wong
restaurant favorite
spicy order
wa wa
rice jade
quantity quality
wanted came
food asked
helpful staff
combo fried
quesadilla black
sweet beef
order waiting
table just
went ordered
immediately seated
chinese house
fish seafood
place did
sat minutes
fried lo
table time
order beef
said table
wanted order
restaurant looking
asked manager
shrimp got
authentic cuisine
selection buffet
order sure
place used
rice food
like sour
order good
chinese order
delivery fast
ordered thing
vegetables dish
shrimp wontons
shrimp gow
table waitress
queso fundido
delivery driver
time busy
flavor noodles
write home
dumplings pan
tasted rice
xo sauce
food brought
diego san
food ready
thing just
area place
noodles flat
service took
menu different
don't mind
bad place
wasn't really
meat pieces
wonton shrimp
mouth watering
really dish
high expectations
lunch work
noodle rice
really want
mango dessert
shrimp hot
hot rice
got right
time say
food location
restaurant dishes
order wrong
jade palace
iced thai
try reviews
really fried
dish veggies
pretty service
like orange
taste dish
service really
flavor rice
good big
rice best
cooked dish
definitely place
mike c
didn't took
tasted taste
asked went
place looks
wasn't came
garlic eggplant
vegetables fresh
shrimp walnuts
chicken burrito
ding ding
oven oven
shoo shoo
slaw slaw
yucky yucky
curry dish
just soup
lobster shrimp
food 4
came went
chinese you're
came 10
food pay
time told
ordered looked
sauce chow
tacos carnitas
soup didn't
going years
finally minutes
hot beef
bbq rice
tea cup
mama china
taste tasted
waitress table
10 15
dry rice
beef pretty
really flavor
cuisine authentic
can't remember
good vegas
fried pretty
food kind
phoenix best
amazing food
basil thai
buffet lunch
cooked perfection
beef green
pretty just
chicken large
rice choice
really menu
noodles veggies
sum orchids
rice eat
like right
order customer
it's there's
good make
red quesadilla
tempura shrimp
chocolate cream
sauce did
say can't
little food
ordered orange
got pretty
reviews based
try things
chicken moist
shrimp har
ordered decided
like probably
going food
come just
vegas places
order comes
opening grand
texture flavor
i've restaurants
dish little
place day
pretty ordered
chinese buffets
food bland
little pretty
wait minute
great meal
baby bok
sum items
order say
phoenix palace
glass water
fresh sauce
menu really
price worth
got finally
flavor broth
order went
flavor meat
shrimp kung
tasty fried
people table
pretty little
pork salty
order egg
place actually
good crab
roasted pork
stars place
food super
place sure
vegas chinatown
really taste
noodle soups
tasty beef
asked gave
rice small
it's thing
service waitress
good reviews
fish fresh
bobo brazil
cantonese style
friend ordered
i'm used
don't good
chicken onions
food tell
delicious absolutely
expectations high
chicken thought
food used
chen wok
restaurant really
chicken peppers
pork order
din din
neck neck
ordered appetizer
noodle hand
did told
stars reason
it's make
better like
i'm pretty
town china
quesadilla rice
bao long
worth it's
table didn't
tried good
service better
table got
don't come
asian like
spicy eggplant
grand opening
came sauce
order gave
different dishes
food house
want didn't
order people
chicken amazing
dishes food
sushi fish
quickly seated
noodles chicken
soup tofu
time left
japanese peruvian
menu time
cheese wontons
like inside
wong big
fried bland
years going
sum ladies
thai ordered
great it's
waiting wait
dish menu
flavor cooked
chinese probably
food served
family restaurant
hot delicious
got sauce
onions sauce
playing music
really eat
orders order
menu item
restaurant inside
tasty chicken
great just
tasty fresh
good stuff
really tried
quite bit
sauce sliced
definitely come
really order
delicious soup
place away
dry chicken
ordered crispy
online order
just spicy
think better
chinese home
restaurant table
noodles hong
tender flavorful
order finally
just ask
rice flavorful
quickly came
fresh sushi
tasty good
dining fine
place decor
shrimp just
little really
service staff
chicken deep
chile relleno
good mein
table sitting
shrimp veggies
waitress service
years lived
spoke english
food cold
extra charge
menu ordering
just eating
just long
online ordering
sweet orange
black chicken
nice touch
oh yeah
service experience
rude service
good probably
lunch fried
pork fatty
entree soup
soup little
pretty tasty
service terrible
table left
hot just
chicken served
rice kung
order waitress
little ordered
ordered say
really i've
menu ask
egg got
duck noodle
say i'd
just actually
spicy pork
inch inch
obnoxious obnoxious
peeps peeps
ryan ryan
going just
green peppers
sauce duck
place thought
special roll
wrap lettuce
just dishes
expect don't
just left
glasses water
crab sweet
place probably
like white
standard fare
like small
think good
spicy cooked
didn't thought
chinese greasy
service quality
good items
like fresh
like love
sweet shrimp
chinese delivery
went asked
thai food
sweet just
meat skin
food okay
tuna salmon
time tried
fresh cooked
pork chow
order thing
really rice
beef chunks
mein egg
curry ordered
bar sat
really beef
spicy taste
like shrimp
gai pan
vegetables fried
best thing
chicken perfect
seated right
dish garlic
peppers spicy
eating like
curry sauce
far i've
place hole
didn't table
great experience
sauce mushrooms
vegetables chicken
curry red
saving grace
spicy garlic
favorite love
i'm say
orchids garden
dessert mango
delicious rice
table brought
dish peppers
service people
pork dumpling
food let
crispy noodles
eggplant spicy
order table
balls sesame
buffet items
pieces sauce
food night
fried bbq
n sour
minutes didn't
noodles fun
chicken salt
greasy fried
menu tried
noodles texture
fried oil
minutes 40
just great
dish onions
wanted got
decor modern
definitely food
sweet dish
curry rice
green sauce
dishes just
place quality
dishes main
mein shrimp
variety wide
wide variety
bass miso
burrito jerk
menu food
meal rice
food husband
don't chinese
black rice
place check
buns bbq
bandito bandito
jia jia
slower slower
chicken yummy
just hot
dish did
chocolate ice
walked away
dish tender
great try
thai salad
like tell
restaurant going
sum sunday
dinner came
fried salty
rice greasy
time people
located strip
it's lot
fried favorite
timely manner
drink order
good favorite
seated came
good large
emerald chicken
tofu mushrooms
food waitress
cabbage napa
legs buffet
took long
just that's
shrimp dishes
really lot
better good
wontons cheese
it's order
food reviews
little it's
fried fresh
chinese bad
sauce deep
dish stir
chicken comes
care didn't
light sauce
neo tokyo
sum come
day lunch
craving chinese
chinese taste
time sure
food prepared
hot chili
meal ordered
authentic dishes
price great
just plain
ordered brought
nice little
don't restaurant
asked later
probably best
service don't
pork fat
pretty came
good especially
phone called
sum ping
based reviews
just things
minutes just
fresh tasted
food ordering
vegetarian tofu
food orange
come definitely
flavorful tender
soup crab
can't say
ordered arrived
came left
food getting
glad did
place eating
did took
kind like
really spicy
just minutes
fish dish
modern decor
cold hot
lot food
water refill
chicken huge
it's can't
egg best
good recommend
shrimp balls
favorite chicken
sum best
house fried
eureka casino
ordered different
place super
noodles little
don't time
chicken favorites
food need
pork sliced
non existent
long bao
orange egg
yun nan
noodles tasty
came pretty
bad good
dishes order
panda orange
quick food
red black
delicious spicy
sesame balls
food does
soup sizzling
restaurant right
looked didn't
star 3
lamb pot
food buffet
chinese hong
order guy
food 20
egg came
home got
shrimp steamed
lived years
got told
went place
like best
best hands
chi chi
chilly chilly
platters platters
sorbet sorbet
try items
quesadilla chicken
time said
menu dish
hot mustard
buddha golden
golden buddha
beans emerald
stars service
order arrived
best las
noodles fresh
place dinner
good eating
dinner family
waitress told
spicy pepper
good asian
great menu
spicy kick
manager said
sushi nigiri
eating food
asked time
went food
restaurant experience
tasted just
lunch 5.95
water boiled
order eat
pork best
price portions
years place
absolutely delicious
hoisin sauce
tofu eggplant
dish pieces
like service
food star
sat came
tasted fresh
noodles taste
table restaurant
place ok
noodles tender
authentic restaurant
soup tried
fried wings
taste ordered
restaurant tables
place wait
order sauce
good love
lunch cheap
nice restaurant
pretty standard
star review
beef pot
ordered called
seated quickly
it's favorite
time dinner
noodles stir
pretty darn
didn't minutes
walking distance
food wrong
food huge
spicy kung
great favorite
rice curry
tip tax
beef favorite
rice sesame
beef roll
noodle vegas
beef spice
better price
restaurants area
garden orchids
place menu
good going
great excellent
options menu
pretty i'm
nice atmosphere
better way
went didn't
try want
thai chicken
curry spicy
ordering order
spicy crispy
peppers green
fried served
came hot
rice pieces
food egg
sauce add
sour like
pork bean
good hard
place usually
shrimp taste
bean red
pad ordered
restaurant typical
ins dives
chinese takeout
it's nice
food typical
chicken chili
chicken salad
poor service
don't make
way food
just kind
chinese cantonese
it's sure
came finally
fried entree
nice great
overall good
just looked
grilled cheese
good size
table told
noodle like
chinese going
rice time
coconut curry
noodle duck
spicy make
came soup
bad really
food serve
it's come
vegas hotel
brown chicken
it's right
red bean
chicken said
counter order
chicken right
hot steaming
things menu
good said
flavor sweet
garlic spicy
soup meal
beef kobe
i'm think
cheated cheated
quote quote
tan tan
best it's
soup i've
chinese madison
thought just
chinese english
fried onions
tried like
hangover cure
service ask
service drinks
best good
black red
delicious pork
hot order
fine dining
chicken say
like express
come like
away walked
tasty sauce
food valley
chicken different
beef salty
crispy dish
decor restaurant
tastes like
fried red
broth wonton
sauce onion
pretty got
just tell
beef i've
service order
place star
restaurants like
tasted good
hot shrimp
hot served
order dishes
place phoenix
dish delicious
beef wasn't
tried just
good roll
dish tried
actually pretty
place restaurants
order lady
place didn't
food rude
different types
dishes pork
server minutes
fresh rolls
delicious favorite
food 15
going time
good bbq
bit just
better service
ok food
food overpriced
yellowtail taquitos
food old
noodle just
night open
h rand
minutes phone
jade burrito
green bean
rice portions
chicken enjoyed
order taking
salt fried
salt squid
tasted dish
soup wasn't
delicious great
tai pho
tax tip
spicy sour
restaurant went
frog legs
chinese fusion
lunch ordered
delivery delivered
hot tasty
money spend
family dinner
table sit
service pretty
awesome great
wasn't got
chinese portions
chicken crunchy
snickerdoodle cookie
quite good
sum cathay
order wasn't
delivery chinese
come don't
food person
server brought
orange white
wait 20
things try
shrimp broccoli
decor nice
time little
wanted really
chinese friendly
i'm good
don't bad
server told
chinese usually
make time
inside nice
asian authentic
cooked rice
tip including
food makes
know chinese
didn't eat
sauce mustard
soup veggies
eggs toast
chicken big
order i'm
portions price
long took
water asked
hits spot
sour tasted
chinese tried
i'd say
waitress brought
beef vegetables
table said
time definitely
reason stars
noodles seafood
ordered small
charge extra
waiting table
food finally
flavor pork
took food
burrito jade
chicken home
veggies fried
good area
pork siu
wings salt
broccoli ordered
i'll time
bad experience
vegetable rice
decided place
pork got
like stuff
fresh shrimp
minutes delivery
like that's
red rice
rice crunchy
vegan vegetarian
reasonable food
wanted ordered
sushi tempura
food told
chinese chow
sour spicy
said looked
apply apply
grow grow
v v
waits waits
noodle flavor
shrimp dumpling
got soup
clean food
think time
spicy little
told went
took did
beef didn't
chicken decided
palace phoenix
mai dim
area restaurant
tasted fried
rice garlic
thick sauce
dish tasty
ordered ok
fried wasn't
got beef
chicken bad
food selection
quick friendly
place delicious
pulled noodles
sour beef
like table
dish vegetable
time menu
quality ingredients
dishes sauce
pad noodles
rice thing
noodles wide
called minutes
bbq buns
portions smaller
came check
order walked
fresh great
rice instead
think food
spicy mild
phone delivery
chicken looked
dish white
minutes 25
cooked fresh
chicken spring
sauce vinegar
restaurant small
sauce nice
sauce spice
favorite delicious
order hot
great recommend
ice toppings
best restaurant
noodles soft
including tip
casino located
eat good
wait 15
noodle cafe
just home
emerald jade
little think
really say
ordered 3
sauce favorite
nice friendly
black fried
eat couldn't
came night
menu prices
place 5
perfection cooked
chinese local
cure hangover
don't ask
said walked
flavor tender
really tasty
meat fried
just beef
sour crab
ask order
like meal
tanks fish
kobe beef
great specials
time experience
sauce way
table did
meat cooked
time wanted
came away
soda machine
fried comes
cream crab
chicken think
chinese tasty
really people
sashimi yellowtail
milk boba
delivery called
portions good
wait come
roll fresh
i'm eat
spicy wasn't
good that's
entrees appetizers
spend money
sushi good
used like
it's price
coconut milk
good flavorful
shrimp pieces
menu looking
went said
delicious definitely
buffet krazy
waiting seated
japanese sushi
price lunch
chinese different
chinese wall
took didn't
napa cabbage
worth price
chinese sour
just small
high end
we've times
ordered vegetables
great fast
spicy noodle
far chinese
area restaurants
order restaurant
fish steamed
review star
crispy ordered
old school
ordered i've
got seated
meat good
food drive
sum good
really did
food hard
got decided
sauce texture
just big
table order
server took
wait order
just feel
make don't
sauce plate
eggplant tofu
shrimp order
staff place
rice make
san gabriel
food waiting
know time
boiled water
roaches roaches
sauce eggplant
like old
came manager
appetizers entrees
egg specials
bone marrow
marrow bone
seated waiting
soup big
went told
pho dac
relleno chile
service atmosphere
dishes taste
garlic dish
didn't try
menu large
shiu mai
curry green
order instead
soup dumpling
great value
chinese asian
order times
like times
lunch stopped
pork baked
chinese san
wasn't impressed
came friend
pork favorite
table away
bland sauce
food items
cooked chicken
said time
favorite dishes
place home
sauce sesame
puffs chicken
duck rice
lunch portion
food bring
pretty chinese
sauce soft
i'm big
places vegas
panda like
east valley
valley east
ordered kung
pao spicy
egg tasted
came brought
place came
soup comes
noodles udon
beef rolls
reviews try
sum dishes
best soup
fried green
places food
it's try
vegas come
2 people
like style
pork tried
rice veggie
place overall
beef bowl
food mongolian
beef veggies
people time
think didn't
rice onions
order going
order 5
area food
chicken carrots
right got
food won't
mexican chino
time different
family food
told took
bad like
skin meat
order extra
chili paste
cheese puffs
quality service
pretty nice
i've probably
food cook
order 30
lunch deal
eat people
i'm try
meat crispy
good delicious
touch nice
dish got
seafood soup
miso bass
just lot
times place
good restaurants
portion price
dish perfectly
salmon tuna
vegetables rice
restaurant think
dish green
diners dives
fried try
taco carnitas
pork tasted
pork little
chinese standard
stars gave
went wanted
noodles really
fried pineapple
waitress didn't
told got
table hostess
hot bowl
decided order
buffet asia
mein orange
fish fillet
thai vietnamese
lunch service
fish spicy
spicy fish
gau gee
place ago
bad don't
tofu veggies
squid salt
restaurant strip
ordered gave
restaurants food
place worth
people eat
thing best
noodles order
sushi selection
chicken actually
food phoenix
table went
minutes server
buffet seafood
way better
come wait
definitely delicious
came right
food large
dish best
special ordered
chinese las
try come
like ask
tuna sashimi
dish main
egg flavor
minutes went
red 8
order waiter
things like
waitress ordered
restaurants i've
fried food
prices place
chinese beef
noodles bean
q q
steamer steamer
food sitting
brazilian fusion
eat it's
it's going
chicken loved
taste chicken
rolls sweet
soup try
chinatown vegas
order correct
service check
2 came
came gave
wor wonton
rare steak
like comes
eat eating
vegas dim
got table
i've say
steak pepper
place makes
food comfort
busy place
rice wonton
bit pricey
sauce comes
taste did
pork taste
lunch come
spicy favorite
drink tea
sauce pan
sure just
dinner time
want order
service asked
great family
water drink
it's kind
good dumplings
came dish
crab ordered
went came
it's small
eggplant sauce
tofu veggie
it's bit
rice salty
quick lunch
fried entrees
food called
told did
know really
menu make
just used
good value
